type,line of code,function,label
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/llama_v2_7b/install.py#L5,,cache model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/llama_v31_8b/install.py#L5,,cache model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/mistral_7b_instruct/install.py#L8,,patch transformers
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/orca_2/install.py#L8,,patch transformers
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/phi_1_5/install.py#L11,,install dependencies
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/phi_2/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/sage/install.py#L4,,download s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/stable_diffusion_xl/install.py#L18,,load model checkpoint
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/canary_models/torchrec_dlrm/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/e2e_models/fambench_xlmr/install.py#L11,,install packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/e2e_models/hf_bert/install.py#L11,,install packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/e2e_models/hf_t5/install.py#L11,,install packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/Background_Matting/install.py#L8,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/basic_gnn_edgecnn/install.py#L3,,install pytorch geometric
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/basic_gnn_gcn/install.py#L3,,install pytorch geometric
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/basic_gnn_gin/install.py#L3,,install pytorch geometric
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/basic_gnn_sage/install.py#L3,,install pytorch geometric
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/BERT_pytorch/install.py#L9,,install package
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dcgan/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/dora.py#L275,,manage slurm jobs
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/quantize.py#L43,,quantize model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/run.py#L71,,spawn training processes
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/run_slurm.py#L95,,launch distributed training
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/demucs/raw.py#L189,,convert musdb audio
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/demucs/separate.py#L262,,separate audio
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/demucs/demucs/tasnet.py#L457,,separate audio sources
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_101_c4/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_101_dc5/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_101_fpn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_50_c4/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_50_dc5/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fasterrcnn_r_50_fpn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_fcos_r_50_fpn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_maskrcnn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_maskrcnn_r_101_c4/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_maskrcnn_r_101_fpn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_maskrcnn_r_50_c4/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/detectron2_maskrcnn_r_50_fpn/install.py#L8,,install detectron2
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/data_loader_terabyte.py#L370,,generate data batches
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/data_utils.py#L1192,,process criteo dataset
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/dlrm_data_caffe2.py#L562,,generate synthetic trace
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/dlrm_data_pytorch.py#L1019,,generate synthetic trace
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/dlrm_s_caffe2.py#L909,,train recommendation model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/dlrm_s_pytorch.py#L520,,train recommendation model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/cython/cython_criteo.py#L28,,preprocess dataset
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/dlrm/tools/visualize.py#L1065,,visualize embedding tables
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/doctr_det_predictor/install.py#L28,,install conda packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/doctr_reco_predictor/install.py#L28,,install conda packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/drq/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/fastNLP_Bert/install.py#L20,,apply fastnlp patch
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/functorch_dp_cifar10/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/functorch_maml_omniglot/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Albert/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Bart/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Bert/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Bert_large/install.py#L9,,install dependencies
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_BigBird/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_DistilBert/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_distil_whisper/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_GPT2/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_GPT2_large/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Longformer/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Reformer/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Roberta_base/install.py#L17,,install dependencies
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_T5/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_T5_base/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_T5_large/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/hf_Whisper/install.py#L8,,patch transformers
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/LearningToPaint/install.py#L5,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/LearningToPaint/baseline/train.py#L95,,train reinforcement learning
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/LearningToPaint/baseline_modelfree/train.py#L95,,train reinforcement model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/lennard_jones/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/llama/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/llama_v2_7b_16h/install.py#L5,,cache model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/llava/install.py#L9,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/maml/meta.py#L226,,train meta learner
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/maml_omniglot/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moco/install.py#L3,,passthrough function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moco/main_lincls.py#L613,,train linear classifier
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moco/main_moco.py#L531,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moco/detection/convert-pretrain-to-detectron2.py#L9,,convert model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moco/detection/train_net.py#L71,,train detection model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/moondream/install.py#L10,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/compute_RMSE.py#L36,,calculate rmse
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/install.py#L6,,install python packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/nvinfer.py#L334,,run recommender inference
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/nvtrain.py#L613,,train autoencoder
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/data_utils/movie_lense_data_converter.py#L121,,split ratings
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/nvidia_deeprecommender/data_utils/netflix_data_convert.py#L233,,split netflix data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/opacus_cifar10/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pyhpc_equation_of_state/install.py#L1,,passthrough function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pyhpc_isoneutral_mixing/install.py#L1,,passthrough function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pyhpc_turbulent_kinetic_energy/install.py#L1,,passthrough function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_CycleGAN_and_pix2pix/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_CycleGAN_and_pix2pix/util/html.py#L82,,generate html
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_stargan/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_stargan/main.py#L216,,train stargan
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_unet/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_unet/pytorch_unet/predict.py#L115,,predict segmentation
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/pytorch_unet/pytorch_unet/train.py#L225,,train segmentation model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/sam/install.py#L33,,download files
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/sam_fast/install.py#L33,,download checkpoint
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/soft_actor_critic/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/install.py#L4,,checkout s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/filt.py#L7,,filter text
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/json2trn.py#L13,,convert json
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/mergejson.py#L10,,merge jsons
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/scp2json.py#L9,,convert input format
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/speech_transformer/speech_transformer/utils/utils.py#L24,,add recognition results
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/stable_diffusion_text_encoder/install.py#L18,,load model checkpoint
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/stable_diffusion_unet/install.py#L18,,load model checkpoint
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/Super_SloMo/eval.py#L194,,convert video
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/Super_SloMo/install.py#L4,,download s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/install.py#L18,,install dependencies
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/loss_scaler.py#L83,,scale loss
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/train_tacotron2.py#L314,,train speech model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/convert_model.py#L75,,update model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/distributed.py#L191,,launch distributed training
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/inference.py#L75,,generate audio
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/mel2samp.py#L136,,generate spectrograms
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/train.py#L188,,train speech model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/tacotron2/loss_scaler.py#L83,,scale loss
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tacotron2/waveglow/tacotron2/train.py#L323,,train speech model
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/timm_efficientdet/install.py#L32,,apply library patches
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/torch_multimodal_clip/install.py#L31,,download image
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/tts_angular/install.py#L3,,install requirements
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/vision_maskrcnn/install.py#L4,,download s3 data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/yolov3/detect.py#L213,,perform object detection
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/models/yolov3/install.py#L18,,download data
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/classify_graphs.py#L154,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/machine_config.py#L361,,configure machine
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/torchbenchmark/util/distributed/submit.py#L201,,submit distributed training
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/cpu/run_config.py#L138,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/distributed/install.py#L11,,install packages
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/dynamo/dynamobench/common.py#L4214,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/dynamo/dynamobench/huggingface.py#L627,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/dynamo/dynamobench/timm_models.py#L444,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/dynamo/dynamobench/torchbench.py#L485,,unimplemented function
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/lazy-tensor/run.py#L744,,run benchmark experiments
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/mast-sample/main.py#L83,,measure linear speedup
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/optim/run.py#L826,,run optimizer benchmarks
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/optim/run_optim_benchmarks.py#L123,,run benchmarks
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/torchao/install.py#L22,,reinstall torchao
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/torchao/upload.py#L75,,process performance
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/userbenchmark/torch_trt/install.py#L43,,install torchtrt
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/cuda_utils.py#L201,,manage cuda environment
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/python_utils.py#L72,,create conda environment
cli,https://github.com/pytorch/benchmark/blob/68cf9dffe5df4eedac42512dc92598fffff335ae/utils/torch_nightly_utils.py#L186,,fetch nightly wheels
api,https://github.com/ray-project/llmperf/blob/f1d6bed47e4501b0e371082b41601b59ab55269f/src/llmperf/utils.py#L41,ray-project__llmperf/upload_to_s3,upload files
cli,https://github.com/ray-project/llmperf/blob/f1d6bed47e4501b0e371082b41601b59ab55269f/llm_correctness.py#L288,,measure model correctness
cli,https://github.com/ray-project/llmperf/blob/f1d6bed47e4501b0e371082b41601b59ab55269f/token_benchmark_ray.py#L466,,measure token throughput
cli,https://github.com/ray-project/llmperf/blob/f1d6bed47e4501b0e371082b41601b59ab55269f/src/llmperf/ray_clients/vertexai_client.py#L114,,send vertexai request
api,https://github.com/RobustNLP/CipherChat/blob/540b95e6afb54e7776f08ae2c094f9d7ff7e7b1f/utils.py#L105,RobustNLP__CipherChat/filter_function,filter invalid responses
cli,https://github.com/RobustNLP/CipherChat/blob/540b95e6afb54e7776f08ae2c094f9d7ff7e7b1f/main.py#L224,,query unsafe text
api,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/simpler_env/utils/io.py#L40,simpler-env__SimplerEnv/load_image_arrays,load and convert images
api,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/simpler_env/utils/visualization.py#L31,simpler-env__SimplerEnv/plot_pred_and_gt_action_trajectory,plot action trajectories
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/simpler_env/main_inference.py#L18,,unimplemented function
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/calc_metrics.py#L23,,compute evaluation metrics
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/coacd_process_mesh.py#L20,,generate convex mesh
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/merge_videos.py#L189,,unimplemented function
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/save_video_frame.py#L36,,extract video frame
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/visualize_dataset.py#L19,,generate dataset videos
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/sysid/prepare_sysid_dataset.py#L28,,unimplemented function
cli,https://github.com/simpler-env/SimplerEnv/blob/4ab7178e83e84ee06894034ec6dbf9e7aad1e882/tools/sysid/sysid.py#L180,,unimplemented function
api,https://github.com/snap-stanford/ogb/blob/61e9784ca76edeaa6e259ba0f836099608ff0586/ogb/graphproppred/dataset_pyg.py#L120,snap-stanford__ogb/process,read and prepare graph data
api,https://github.com/snap-stanford/ogb/blob/61e9784ca76edeaa6e259ba0f836099608ff0586/ogb/graphproppred/mol_encoder.py#L21,snap-stanford__ogb/forward,compute atom embeddings
